PlateAppID,startBaseState,startBaseOutState,endBaseState,FinalBaseOutState,TotalRPrime,R
ARKS_AUBN_0406201901_PA15AWAY02,A,A0,A,A1,0,0
ARKS_AUBN_0406201901_PA15AWAY03,A,A1,A,A2,0,0
ARKS_AUBN_0406201901_PA15AWAY04,A,A2,A,A3,0,0
ARKS_AUBN_0406201901_PA16HOME01,A,A0,A,A1,0,0
ARKS_AUBN_0406201901_PA16HOME02,A,A1,A,A2,0,0
ARKS_AUBN_0406201901_PA16HOME03,A,A2,A,A3,0,0
ARKS_AUBN_0406201901_PA17AWAY01,A,A0,A,A1,0,0
ARKS_AUBN_0406201901_PA17AWAY02,A,A1,A,A2,0,0
ARKS_AUBN_0406201901_PA17AWAY03,A,A2,C,C2,0,0
ARKS_AUBN_0406201901_PA17AWAY04,C,C2,C,C3,0,0
ARKS_AUBN_0406201901_PA18HOME02,A,A0,A,A1,0,0
ARKS_AUBN_0406201901_PA18HOME04,A,A1,B,B1,0,0
ARKS_AUBN_0406201901_PA18HOME07,B,B1,A,A3,0,0
ARKS_KENT_0503201901_PA01AWAY01,A,A0,C,C0,0,4
ARKS_KENT_0503201901_PA01AWAY02,C,C0,E,E0,0,4
ARKS_KENT_0503201901_PA01AWAY03,E,E0,H,H0,0,4
ARKS_KENT_0503201901_PA01AWAY04,H,H0,F,F0,2,4
ARKS_KENT_0503201901_PA01AWAY05,F,F0,C,C0,1,2
ARKS_KENT_0503201901_PA01AWAY06,C,C0,D,D1,0,1
ARKS_KENT_0503201901_PA01AWAY07,D,D1,F,F1,0,1
ARKS_KENT_0503201901_PA01AWAY08,F,F1,B,B2,1,1
ARKS_KENT_0503201901_PA01AWAY09,B,B2,G,G2,0,0
ARKS_KENT_0503201901_PA01AWAY10,G,G2,G,G3,0,0
ARKS_KENT_0503201901_PA02HOME01,A,A0,B,B0,0,0
ARKS_KENT_0503201901_PA02HOME02,B,B0,C,C1,0,0
ARKS_KENT_0503201901_PA02HOME03,C,C1,C,C2,0,0
ARKS_KENT_0503201901_PA02HOME04,C,C2,C,C3,0,0
ARKS_KENT_0503201901_PA03AWAY01,A,A0,A,A1,0,1
ARKS_KENT_0503201901_PA03AWAY02,A,A1,A,A1,1,1
ARKS_KENT_0503201901_PA03AWAY03,A,A1,C,C1,0,0
ARKS_KENT_0503201901_PA03AWAY05,C,C1,C,C2,0,0
ARKS_KENT_0503201901_PA03AWAY06,C,C2,C,C3,0,0
ARKS_KENT_0503201901_PA04HOME01,A,A0,A,A1,0,0
ARKS_KENT_0503201901_PA04HOME02,A,A1,A,A2,0,0
ARKS_KENT_0503201901_PA04HOME03,A,A2,A,A3,0,0
ARKS_KENT_0503201901_PA05AWAY01,A,A0,A,A1,0,0
ARKS_KENT_0503201901_PA05AWAY02,A,A1,A,A2,0,0
ARKS_KENT_0503201901_PA05AWAY03,A,A2,A,A3,0,0
ARKS_KENT_0503201901_PA06HOME01,A,A0,A,A1,0,0
ARKS_KENT_0503201901_PA06HOME02,A,A1,A,A2,0,0
ARKS_KENT_0503201901_PA06HOME03,A,A2,A,A3,0,0
ARKS_KENT_0503201901_PA07AWAY01,A,A0,B,B0,0,0
ARKS_KENT_0503201901_PA07AWAY02,B,B0,B,B1,0,0
ARKS_KENT_0503201901_PA07AWAY03,B,B1,B,B2,0,0
ARKS_KENT_0503201901_PA07AWAY04,B,B2,C,C2,0,0
ARKS_KENT_0503201901_PA07AWAY05,C,C2,C,C3,0,0
ARKS_KENT_0503201901_PA08HOME01,A,A0,A,A1,0,1
ARKS_KENT_0503201901_PA08HOME02,A,A1,B,B1,0,1
ARKS_KENT_0503201901_PA08HOME03,B,B1,B,B2,0,1
ARKS_KENT_0503201901_PA08HOME04,B,B2,C,C2,0,1
ARKS_KENT_0503201901_PA08HOME05,C,C2,D,D2,1,1
ARKS_KENT_0503201901_PA08HOME06,D,D2,D,D3,0,0
ARKS_KENT_0503201901_PA09AWAY01,A,A0,A,A1,0,0
ARKS_KENT_0503201901_PA09AWAY02,A,A1,C,C1,0,0
ARKS_KENT_0503201901_PA09AWAY03,C,C1,E,E1,0,0
ARKS_KENT_0503201901_PA09AWAY04,E,E1,E,E2,0,0
ARKS_KENT_0503201901_PA09AWAY05,E,E2,E,E3,0,0
ARKS_KENT_0503201901_PA10HOME01,A,A0,A,A1,0,0
ARKS_KENT_0503201901_PA10HOME02,A,A1,C,C1,0,0
ARKS_KENT_0503201901_PA10HOME04,C,C1,C,C2,0,0
ARKS_KENT_0503201901_PA10HOME05,C,C2,C,C3,0,0
ARKS_KENT_0503201901_PA11AWAY03,A,A0,B,B0,0,0
ARKS_KENT_0503201901_PA11AWAY04,B,B0,A,A2,0,0
ARKS_KENT_0503201901_PA11AWAY05,A,A2,A,A3,0,0
ARKS_KENT_0503201901_PA12HOME01,A,A0,A,A1,0,0
ARKS_KENT_0503201901_PA12HOME02,A,A1,A,A2,0,0
ARKS_KENT_0503201901_PA12HOME03,A,A2,A,A3,0,0
ARKS_KENT_0503201901_PA13AWAY01,A,A0,A,A1,0,0
ARKS_KENT_0503201901_PA13AWAY02,A,A1,A,A2,0,0
ARKS_KENT_0503201901_PA13AWAY03,A,A2,B,B2,0,0
ARKS_KENT_0503201901_PA13AWAY04,B,B2,B,B3,0,0
ARKS_KENT_0503201901_PA14HOME01,A,A0,A,A1,0,0
ARKS_KENT_0503201901_PA14HOME02,A,A1,A,A2,0,0
ARKS_KENT_0503201901_PA14HOME03,A,A2,B,B2,0,0
ARKS_KENT_0503201901_PA14HOME04,B,B2,E,E2,0,0
ARKS_KENT_0503201901_PA14HOME05,E,E2,B,B3,0,0
ARKS_KENT_0503201901_PA15AWAY02,A,A0,A,A1,0,0
ARKS_KENT_0503201901_PA15AWAY03,A,A1,B,B1,0,0
ARKS_KENT_0503201901_PA15AWAY04,B,B1,E,E1,0,0
ARKS_KENT_0503201901_PA15AWAY05,E,E1,G,G2,0,0
ARKS_KENT_0503201901_PA15AWAY06,G,G2,G,G3,0,0
ARKS_KENT_0503201901_PA16HOME03,A,A0,B,B0,0,1
ARKS_KENT_0503201901_PA16HOME04,B,B0,E,E0,0,1
ARKS_KENT_0503201901_PA16HOME05,E,E0,H,H0,0,1
ARKS_KENT_0503201901_PA16HOME07,H,H0,E,E1,1,1
ARKS_KENT_0503201901_PA16HOME08,E,E1,H,H1,0,0
ARKS_KENT_0503201901_PA16HOME09,H,H1,H,H2,0,0
ARKS_KENT_0503201901_PA16HOME10,H,H2,H,H3,0,0
ARKS_KENT_0503201901_PA17AWAY02,A,A0,B,B0,0,0
ARKS_KENT_0503201901_PA17AWAY04,B,B0,B,B1,0,0
ARKS_KENT_0503201901_PA17AWAY05,B,B1,B,B2,0,0
ARKS_KENT_0503201901_PA17AWAY06,B,B2,E,E2,0,0
ARKS_KENT_0503201901_PA17AWAY07,E,E2,E,E3,0,0
ARKS_KENT_0503201901_PA18HOME01,A,A0,A,A1,0,0
ARKS_KENT_0503201901_PA18HOME02,A,A1,B,B1,0,0
ARKS_KENT_0503201901_PA18HOME04,B,B1,C,C2,0,0
ARKS_KENT_0503201901_PA18HOME05,C,C2,C,C3,0,0
ARKS_KENT_0505201901_PA01AWAY01,A,A0,B,B0,0,0
ARKS_KENT_0505201901_PA01AWAY02,B,B0,B,B1,0,0
ARKS_KENT_0505201901_PA01AWAY03,B,B1,C,C1,0,0
ARKS_KENT_0505201901_PA01AWAY04,C,C1,C,C2,0,0
ARKS_KENT_0505201901_PA01AWAY05,C,C2,C,C3,0,0
ARKS_KENT_0505201901_PA02HOME01,A,A0,B,B0,0,0
ARKS_KENT_0505201901_PA02HOME02,B,B0,B,B1,0,0
ARKS_KENT_0505201901_PA02HOME03,B,B1,B,B2,0,0
ARKS_KENT_0505201901_PA02HOME04,B,B2,A,A3,0,0
ARKS_KENT_0505201901_PA03AWAY01,A,A0,B,B0,0,0
ARKS_KENT_0505201901_PA03AWAY02,B,B0,E,E0,0,0
ARKS_KENT_0505201901_PA03AWAY03,E,E0,H,H0,0,0
ARKS_KENT_0505201901_PA03AWAY04,H,H0,H,H1,0,0
ARKS_KENT_0505201901_PA03AWAY05,H,H1,H,H2,0,0
ARKS_KENT_0505201901_PA03AWAY06,H,H2,H,H3,0,0
ARKS_KENT_0505201901_PA04HOME01,A,A0,A,A1,0,0
ARKS_KENT_0505201901_PA04HOME02,A,A1,A,A2,0,0
ARKS_KENT_0505201901_PA04HOME03,A,A2,A,A3,0,0
ARKS_KENT_0505201901_PA05AWAY01,A,A0,A,A1,0,0
ARKS_KENT_0505201901_PA05AWAY02,A,A1,A,A2,0,0
ARKS_KENT_0505201901_PA05AWAY03,A,A2,A,A3,0,0
ARKS_KENT_0505201901_PA06HOME01,A,A3,A,A4,0,0
ARKS_KENT_0505201901_PA06HOME03,A,A4,A,A5,0,0
ARKS_KENT_0505201901_PA06HOME04,A,A0,B,B0,0,0
ARKS_KENT_0505201901_PA06HOME05,B,B0,B,B1,0,0
ARKS_KENT_0505201901_PA07AWAY01,A,A0,A,A1,0,0
ARKS_KENT_0505201901_PA07AWAY02,A,A1,A,A2,0,0
ARKS_KENT_0505201901_PA07AWAY03,A,A2,A,A3,0,0
ARKS_KENT_0505201901_PA08HOME01,A,A0,A,A1,0,1
ARKS_KENT_0505201901_PA08HOME02,A,A1,B,B1,0,1
ARKS_KENT_0505201901_PA08HOME03,B,B1,G,G1,0,1
ARKS_KENT_0505201901_PA08HOME04,G,G1,D,D2,1,1
ARKS_KENT_0505201901_PA08HOME05,D,D2,D,D3,0,0
ARKS_KENT_0505201901_PA09AWAY01,A,A0,A,A1,0,0
ARKS_KENT_0505201901_PA09AWAY02,A,A1,A,A2,0,0
ARKS_KENT_0505201901_PA09AWAY03,A,A2,C,C2,0,0
ARKS_KENT_0505201901_PA09AWAY04,C,C2,C,C3,0,0
ARKS_KENT_0505201901_PA10HOME01,A,A0,B,B0,0,0
ARKS_KENT_0505201901_PA10HOME02,B,B0,B,B1,0,0
ARKS_KENT_0505201901_PA10HOME03,B,B1,B,B2,0,0
ARKS_KENT_0505201901_PA10HOME04,B,B2,A,A3,0,0
ARKS_KENT_0505201901_PA11AWAY01,A,A0,B,B0,0,6
ARKS_KENT_0505201901_PA11AWAY02,B,B0,A,A0,2,6
ARKS_KENT_0505201901_PA11AWAY04,A,A0,B,B0,0,4
ARKS_KENT_0505201901_PA11AWAY05,B,B0,B,B1,0,4
ARKS_KENT_0505201901_PA11AWAY07,B,B1,E,E1,0,4
ARKS_KENT_0505201901_PA11AWAY08,E,E1,F,F1,1,4
ARKS_KENT_0505201901_PA11AWAY09,F,F1,H,H1,0,3
ARKS_KENT_0505201901_PA11AWAY10,H,H1,G,G1,1,3
ARKS_KENT_0505201901_PA11AWAY11,G,G1,B,B1,2,2
ARKS_KENT_0505201901_PA11AWAY13,B,B1,E,E1,0,0
ARKS_KENT_0505201901_PA11AWAY15,E,E1,E,E2,0,0
ARKS_KENT_0505201901_PA11AWAY16,E,E2,E,E3,0,0
ARKS_KENT_0505201901_PA12HOME03,A,A0,A,A1,0,0
ARKS_KENT_0505201901_PA12HOME04,A,A1,A,A2,0,0
ARKS_KENT_0505201901_PA12HOME05,A,A2,A,A3,0,0
ARKS_KENT_0505201901_PA13AWAY02,A,A0,A,A1,0,3
ARKS_KENT_0505201901_PA13AWAY03,A,A1,B,B1,0,3
ARKS_KENT_0505201901_PA13AWAY04,B,B1,E,E1,0,3
ARKS_KENT_0505201901_PA13AWAY05,E,E1,E,E2,0,3
ARKS_KENT_0505201901_PA13AWAY06,E,E2,A,A2,3,3
ARKS_KENT_0505201901_PA13AWAY07,A,A2,B,B2,0,0
ARKS_KENT_0505201901_PA13AWAY09,B,B2,B,B3,0,0
ARKS_KENT_0505201901_PA14HOME02,A,A0,B,B0,0,0
ARKS_KENT_0505201901_PA14HOME03,B,B0,E,E0,0,0
ARKS_KENT_0505201901_PA14HOME04,E,E0,E,E1,0,0
ARKS_KENT_0505201901_PA14HOME06,E,E1,E,E2,0,0
ARKS_KENT_0505201901_PA14HOME07,E,E2,E,E3,0,0
ARKS_KENT_0505201902_PA01AWAY01,A,A0,A,A1,0,0
ARKS_KENT_0505201902_PA01AWAY02,A,A1,A,A2,0,0
ARKS_KENT_0505201902_PA01AWAY03,A,A2,B,B2,0,0
ARKS_KENT_0505201902_PA01AWAY04,B,B2,B,B3,0,0
ARKS_KENT_0505201902_PA02HOME01,A,A0,A,A1,0,0
ARKS_KENT_0505201902_PA02HOME02,A,A1,A,A2,0,0
ARKS_KENT_0505201902_PA02HOME03,A,A2,B,B2,0,0
ARKS_KENT_0505201902_PA02HOME04,B,B2,A,A3,0,0
ARKS_KENT_0505201902_PA03AWAY01,A,A0,A,A1,0,0
ARKS_KENT_0505201902_PA03AWAY02,A,A1,A,A2,0,0
ARKS_KENT_0505201902_PA03AWAY03,A,A2,B,B2,0,0
ARKS_KENT_0505201902_PA03AWAY04,B,B2,B,B3,0,0
ARKS_KENT_0505201902_PA04HOME01,A,A0,A,A0,1,2
ARKS_KENT_0505201902_PA04HOME02,A,A0,A,A0,1,1
ARKS_KENT_0505201902_PA04HOME04,A,A0,A,A1,0,0
ARKS_KENT_0505201902_PA04HOME05,A,A1,B,B1,0,0
ARKS_KENT_0505201902_PA04HOME06,B,B1,B,B2,0,0
ARKS_KENT_0505201902_PA04HOME07,B,B2,A,A3,0,0
ARKS_KENT_0505201902_PA05AWAY02,A,A0,B,B0,0,1
ARKS_KENT_0505201902_PA05AWAY03,B,B0,B,B1,0,1
ARKS_KENT_0505201902_PA05AWAY04,B,B1,C,C1,0,1
ARKS_KENT_0505201902_PA05AWAY05,C,C1,C,C2,0,1
ARKS_KENT_0505201902_PA05AWAY06,C,C2,B,B2,1,1
ARKS_KENT_0505201902_PA05AWAY07,B,B2,B,B3,0,0
ARKS_KENT_0505201902_PA06HOME01,B,B3,B,B4,0,0
ARKS_KENT_0505201902_PA06HOME02,A,A0,A,A1,0,0
ARKS_KENT_0505201902_PA06HOME03,A,A1,A,A2,0,0
ARKS_KENT_0505201902_PA07AWAY01,A,A0,A,A1,0,0
ARKS_KENT_0505201902_PA07AWAY02,A,A1,A,A2,0,0
ARKS_KENT_0505201902_PA07AWAY03,A,A2,A,A3,0,0
ARKS_KENT_0505201902_PA08HOME01,A,A0,A,A0,1,2
ARKS_KENT_0505201902_PA08HOME02,A,A0,A,A1,0,1
ARKS_KENT_0505201902_PA08HOME03,A,A1,B,B1,0,1
ARKS_KENT_0505201902_PA08HOME04,B,B1,C,C1,1,1
ARKS_KENT_0505201902_PA08HOME06,C,C1,C,C2,0,0
ARKS_KENT_0505201902_PA08HOME07,C,C2,C,C3,0,0
ARKS_KENT_0505201902_PA09AWAY01,A,A0,B,B0,0,1
ARKS_KENT_0505201902_PA09AWAY02,B,B0,B,B1,0,1
ARKS_KENT_0505201902_PA09AWAY03,B,B1,C,C1,1,1
ARKS_KENT_0505201902_PA09AWAY04,C,C1,C,C2,0,0
ARKS_KENT_0505201902_PA09AWAY05,C,C2,C,C3,0,0
ARKS_KENT_0505201902_PA10HOME01,A,A0,A,A1,0,0
ARKS_KENT_0505201902_PA10HOME02,A,A1,A,A2,0,0
ARKS_KENT_0505201902_PA10HOME03,A,A2,A,A3,0,0
ARKS_KENT_0505201902_PA11AWAY01,A,A0,A,A1,0,0
ARKS_KENT_0505201902_PA11AWAY02,A,A1,A,A2,0,0
ARKS_KENT_0505201902_PA11AWAY03,A,A2,B,B2,0,0
ARKS_KENT_0505201902_PA11AWAY04,B,B2,C,C2,0,0
ARKS_KENT_0505201902_PA11AWAY05,C,C2,E,E2,0,0
ARKS_KENT_0505201902_PA11AWAY06,E,E2,E,E3,0,0
ARKS_KENT_0505201902_PA12HOME02,A,A0,A,A1,0,0
ARKS_KENT_0505201902_PA12HOME03,A,A1,A,A2,0,0
ARKS_KENT_0505201902_PA12HOME04,A,A2,B,B2,0,0
ARKS_KENT_0505201902_PA12HOME05,B,B2,B,B3,0,0
ARKS_KENT_0505201902_PA13AWAY04,A,A0,A,A1,0,1
ARKS_KENT_0505201902_PA13AWAY05,A,A1,C,C1,0,1
ARKS_KENT_0505201902_PA13AWAY06,C,C1,E,E1,0,1
ARKS_KENT_0505201902_PA13AWAY07,E,E1,F,F1,1,1
ARKS_KENT_0505201902_PA13AWAY09,F,F1,D,D3,0,0
ARKS_TXAM_0516201901_PA01AWAY01,A,A0,A,A1,0,0
ARKS_TXAM_0516201901_PA01AWAY02,A,A1,A,A2,0,0
ARKS_TXAM_0516201901_PA01AWAY03,A,A2,A,A3,0,0
ARKS_TXAM_0516201901_PA02HOME01,A,A0,A,A1,0,0
ARKS_TXAM_0516201901_PA02HOME02,A,A1,B,B1,0,0
ARKS_TXAM_0516201901_PA02HOME03,B,B1,A,A3,0,0
ARKS_TXAM_0516201901_PA03AWAY01,A,A0,A,A1,0,0
ARKS_TXAM_0516201901_PA03AWAY02,A,A1,A,A2,0,0
ARKS_TXAM_0516201901_PA03AWAY03,A,A2,A,A3,0,0
ARKS_TXAM_0516201901_PA04HOME01,A,A0,A,A1,0,0
ARKS_TXAM_0516201901_PA04HOME02,A,A1,A,A2,0,0
ARKS_TXAM_0516201901_PA04HOME03,A,A2,A,A3,0,0
ARKS_TXAM_0516201901_PA05AWAY01,A,A0,C,C0,0,3
ARKS_TXAM_0516201901_PA05AWAY02,C,C0,F,F0,0,3
ARKS_TXAM_0516201901_PA05AWAY03,F,F0,F,F1,0,3
ARKS_TXAM_0516201901_PA05AWAY04,F,F1,A,A1,3,3
ARKS_TXAM_0516201901_PA05AWAY05,A,A1,A,A2,0,0
ARKS_TXAM_0516201901_PA05AWAY06,A,A2,A,A3,0,0
ARKS_TXAM_0516201901_PA06HOME01,A,A0,A,A1,0,0
ARKS_TXAM_0516201901_PA06HOME02,A,A1,A,A2,0,0
ARKS_TXAM_0516201901_PA06HOME03,A,A2,A,A3,0,0
ARKS_TXAM_0516201901_PA07AWAY01,A,A0,A,A1,0,0
ARKS_TXAM_0516201901_PA07AWAY02,A,A1,B,B1,0,0
ARKS_TXAM_0516201901_PA07AWAY03,B,B1,B,B2,0,0
ARKS_TXAM_0516201901_PA07AWAY04,B,B2,E,E2,0,0
ARKS_TXAM_0516201901_PA07AWAY05,E,E2,E,E3,0,0
ARKS_TXAM_0516201901_PA08HOME01,A,A0,B,B0,0,2
ARKS_TXAM_0516201901_PA08HOME02,B,B0,G,G0,0,2
ARKS_TXAM_0516201901_PA08HOME03,G,G0,G,G1,0,2
ARKS_TXAM_0516201901_PA08HOME04,G,G1,F,F1,1,2
ARKS_TXAM_0516201901_PA08HOME05,F,F1,C,C1,1,1
ARKS_TXAM_0516201901_PA08HOME06,C,C1,A,A2,0,0
ARKS_TXAM_0516201901_PA08HOME07,A,A2,B,B2,0,0
ARKS_TXAM_0516201901_PA08HOME08,B,B2,B,B3,0,0
ARKS_TXAM_0516201901_PA09AWAY01,A,A0,A,A1,0,2
ARKS_TXAM_0516201901_PA09AWAY02,A,A1,A,A2,0,2
ARKS_TXAM_0516201901_PA09AWAY03,A,A2,A,A2,1,2
ARKS_TXAM_0516201901_PA09AWAY04,A,A2,A,A2,1,1
ARKS_TXAM_0516201901_PA09AWAY05,A,A2,A,A3,0,0
ARKS_TXAM_0516201901_PA10HOME01,A,A0,B,B0,0,0
ARKS_TXAM_0516201901_PA10HOME02,B,B0,B,B1,0,0
ARKS_TXAM_0516201901_PA10HOME03,B,B1,B,B2,0,0
ARKS_TXAM_0516201901_PA10HOME04,B,B2,B,B3,0,0
ARKS_TXAM_0516201901_PA11AWAY03,A,A0,A,A1,0,1
ARKS_TXAM_0516201901_PA11AWAY04,A,A1,A,A1,1,1
ARKS_TXAM_0516201901_PA11AWAY05,A,A1,A,A2,0,0
ARKS_TXAM_0516201901_PA11AWAY06,A,A2,A,A3,0,0
ARKS_TXAM_0516201901_PA12HOME01,A,A0,B,B0,0,0
ARKS_TXAM_0516201901_PA12HOME02,B,B0,C,C1,0,0
ARKS_TXAM_0516201901_PA12HOME03,C,C1,D,D2,0,0
ARKS_TXAM_0516201901_PA12HOME04,D,D2,D,D3,0,0
ARKS_TXAM_0516201901_PA13AWAY01,A,A0,A,A1,0,0
ARKS_TXAM_0516201901_PA13AWAY02,A,A1,C,C1,0,0
ARKS_TXAM_0516201901_PA13AWAY03,C,C1,C,C2,0,0
ARKS_TXAM_0516201901_PA13AWAY04,C,C2,E,E2,0,0
ARKS_TXAM_0516201901_PA13AWAY05,E,E2,E,E3,0,0
ARKS_TXAM_0516201901_PA14HOME02,A,A0,A,A1,0,0
ARKS_TXAM_0516201901_PA14HOME03,A,A1,C,C1,0,0
ARKS_TXAM_0516201901_PA14HOME04,C,C1,C,C2,0,0
ARKS_TXAM_0516201901_PA14HOME05,C,C2,C,C3,0,0
ARKS_TXAM_0516201901_PA15AWAY01,A,A0,A,A1,0,0
ARKS_TXAM_0516201901_PA15AWAY02,A,A1,C,C1,0,0
ARKS_TXAM_0516201901_PA15AWAY04,C,C1,C,C2,0,0
ARKS_TXAM_0516201901_PA15AWAY05,C,C2,C,C3,0,0
ARKS_TXAM_0516201901_PA16HOME01,A,A0,C,C0,0,1
ARKS_TXAM_0516201901_PA16HOME02,C,C0,D,D1,0,1
ARKS_TXAM_0516201901_PA16HOME03,D,D1,B,B1,1,1
ARKS_TXAM_0516201901_PA16HOME05,B,B1,E,E1,0,0
ARKS_TXAM_0516201901_PA16HOME06,E,E1,F,F2,0,0
ARKS_TXAM_0516201901_PA16HOME07,F,F2,F,F3,0,0
ARKS_TXAM_0516201901_PA17AWAY01,A,A0,A,A1,0,1
ARKS_TXAM_0516201901_PA17AWAY03,A,A1,A,A2,0,1
ARKS_TXAM_0516201901_PA17AWAY04,A,A2,A,A2,1,1
ARKS_TXAM_0516201901_PA17AWAY05,A,A2,A,A3,0,0
ARKS_TXAM_0516201901_PA18HOME02,A,A0,A,A1,0,0
ARKS_TXAM_0516201901_PA18HOME03,A,A1,B,B1,0,0
ARKS_TXAM_0516201901_PA18HOME04,B,B1,B,B2,0,0
ARKS_TXAM_0516201901_PA18HOME05,B,B2,C,C2,0,0
ARKS_TXAM_0516201901_PA18HOME06,C,C2,E,E2,0,0
ARKS_TXAM_0516201901_PA18HOME07,E,E2,E,E3,0,0
ARKS_TXAM_0517201901_PA01AWAY01,A,A0,A,A1,0,0
ARKS_TXAM_0517201901_PA01AWAY02,A,A1,A,A2,0,0
ARKS_TXAM_0517201901_PA01AWAY03,A,A2,B,B2,0,0
ARKS_TXAM_0517201901_PA01AWAY04,B,B2,B,B3,0,0
ARKS_TXAM_0517201901_PA02HOME01,A,A0,A,A0,1,2
ARKS_TXAM_0517201901_PA02HOME02,A,A0,A,A0,1,1
ARKS_TXAM_0517201901_PA02HOME03,A,A0,A,A1,0,0
ARKS_TXAM_0517201901_PA02HOME04,A,A1,A,A2,0,0
ARKS_TXAM_0517201901_PA02HOME05,A,A2,A,A3,0,0
ARKS_TXAM_0517201901_PA03AWAY01,A,A0,A,A1,0,0
ARKS_TXAM_0517201901_PA03AWAY02,A,A1,B,B1,0,0
ARKS_TXAM_0517201901_PA03AWAY03,B,B1,B,B2,0,0
ARKS_TXAM_0517201901_PA03AWAY04,B,B2,B,B3,0,0
ARKS_TXAM_0517201901_PA04HOME01,A,A0,A,A1,0,2
ARKS_TXAM_0517201901_PA04HOME02,A,A1,B,B1,0,2
ARKS_TXAM_0517201901_PA04HOME03,B,B1,E,E1,0,2
ARKS_TXAM_0517201901_PA04HOME04,E,E1,E,E2,0,2
ARKS_TXAM_0517201901_PA04HOME05,E,E2,C,C2,2,2
ARKS_TXAM_0517201901_PA04HOME06,C,C2,E,E2,0,0
ARKS_TXAM_0517201901_PA04HOME08,E,E2,E,E3,0,0
ARKS_TXAM_0517201901_PA05AWAY01,A,A0,A,A1,0,0
ARKS_TXAM_0517201901_PA05AWAY02,A,A1,A,A2,0,0
ARKS_TXAM_0517201901_PA05AWAY03,A,A2,A,A3,0,0
ARKS_TXAM_0517201901_PA06HOME01,A,A0,A,A1,0,0
ARKS_TXAM_0517201901_PA06HOME02,A,A1,A,A2,0,0
ARKS_TXAM_0517201901_PA06HOME03,A,A2,A,A3,0,0
ARKS_TXAM_0517201901_PA07AWAY01,A,A0,A,A1,0,2
ARKS_TXAM_0517201901_PA07AWAY02,A,A1,A,A2,0,2
ARKS_TXAM_0517201901_PA07AWAY03,A,A2,B,B2,0,2
ARKS_TXAM_0517201901_PA07AWAY04,B,B2,A,A2,2,2
ARKS_TXAM_0517201901_PA07AWAY05,A,A2,A,A3,0,0
ARKS_TXAM_0517201901_PA08HOME01,A,A0,A,A1,0,1
ARKS_TXAM_0517201901_PA08HOME02,A,A1,B,B1,0,1
ARKS_TXAM_0517201901_PA08HOME03,B,B1,E,E1,0,1
ARKS_TXAM_0517201901_PA08HOME04,E,E1,F,F2,0,1
ARKS_TXAM_0517201901_PA08HOME05,F,F2,E,E2,1,1
ARKS_TXAM_0517201901_PA08HOME06,E,E2,E,E3,0,0
ARKS_TXAM_0517201901_PA09AWAY01,A,A0,B,B0,0,0
ARKS_TXAM_0517201901_PA09AWAY02,B,B0,B,B1,0,0
ARKS_TXAM_0517201901_PA09AWAY03,B,B1,B,B2,0,0
ARKS_TXAM_0517201901_PA09AWAY04,B,B2,E,E2,0,0
ARKS_TXAM_0517201901_PA09AWAY05,E,E2,E,E3,0,0
ARKS_TXAM_0517201901_PA10HOME01,A,A0,A,A1,0,0
ARKS_TXAM_0517201901_PA10HOME02,A,A1,A,A2,0,0
ARKS_TXAM_0517201901_PA10HOME03,A,A2,A,A3,0,0
ARKS_TXAM_0517201901_PA11AWAY01,A,A0,B,B0,0,0
ARKS_TXAM_0517201901_PA11AWAY02,B,B0,E,E0,0,0
ARKS_TXAM_0517201901_PA11AWAY03,E,E0,H,H0,0,0
ARKS_TXAM_0517201901_PA11AWAY04,H,H0,H,H1,0,0
ARKS_TXAM_0517201901_PA11AWAY05,H,H1,H,H2,0,0
ARKS_TXAM_0517201901_PA11AWAY08,H,H2,H,H3,0,0
ARKS_TXAM_0517201901_PA12HOME04,A,A0,A,A1,0,0
ARKS_TXAM_0517201901_PA12HOME05,A,A1,B,B1,0,0
ARKS_TXAM_0517201901_PA12HOME06,B,B1,C,C2,0,0
ARKS_TXAM_0517201901_PA12HOME07,C,C2,E,E2,0,0
ARKS_TXAM_0517201901_PA12HOME08,E,E2,H,H2,0,0
ARKS_TXAM_0517201901_PA12HOME09,H,H2,H,H3,0,0
ARKS_TXAM_0517201901_PA13AWAY01,A,A0,A,A1,0,0
ARKS_TXAM_0517201901_PA13AWAY02,A,A1,A,A2,0,0
ARKS_TXAM_0517201901_PA13AWAY03,A,A2,A,A3,0,0
ARKS_TXAM_0517201901_PA14HOME01,A,A0,B,B0,0,1
ARKS_TXAM_0517201901_PA14HOME03,B,B0,C,C1,0,1
ARKS_TXAM_0517201901_PA14HOME04,C,C1,E,E1,0,1
ARKS_TXAM_0517201901_PA14HOME05,E,E1,C,C2,1,1
ARKS_TXAM_0517201901_PA14HOME06,C,C2,C,C3,0,0
ARKS_TXAM_0517201901_PA15AWAY01,A,A0,B,B0,0,0
ARKS_TXAM_0517201901_PA15AWAY02,B,B0,C,C1,0,0
ARKS_TXAM_0517201901_PA15AWAY06,C,C1,C,C2,0,0
ARKS_TXAM_0517201901_PA15AWAY07,C,C2,C,C3,0,0
ARKS_TXAM_0517201901_PA16HOME01,A,A0,A,A1,0,0
ARKS_TXAM_0517201901_PA16HOME02,A,A1,A,A2,0,0
ARKS_TXAM_0517201901_PA16HOME03,A,A2,A,A3,0,0
ARKS_TXAM_0517201901_PA17AWAY01,A,A0,B,B0,0,0
