PlateAppID,startBaseState,startBaseOutState,endBaseState,FinalBaseOutState,TotalRPrime,R
SCAR_TENN_0324201901_PA07AWAY04,C,C2,E,E2,0,0
SCAR_TENN_0324201901_PA07AWAY05,E,E2,E,E3,0,0
SCAR_TENN_0324201901_PA08HOME01,A,A0,B,B0,0,1
SCAR_TENN_0324201901_PA08HOME02,B,B0,C,C1,0,1
SCAR_TENN_0324201901_PA08HOME03,C,C1,C,C2,0,1
SCAR_TENN_0324201901_PA08HOME04,C,C2,D,D2,0,1
SCAR_TENN_0324201901_PA08HOME05,D,D2,A,A2,1,1
SCAR_TENN_0324201901_PA08HOME06,A,A2,B,B2,0,0
SCAR_TENN_0324201901_PA08HOME08,B,B2,C,C2,0,0
SCAR_TENN_0324201901_PA08HOME09,C,C2,D,D2,0,0
SCAR_TENN_0324201901_PA08HOME10,D,D2,D,D3,0,0
SCAR_TENN_0324201901_PA09AWAY01,A,A0,A,A1,0,1
SCAR_TENN_0324201901_PA09AWAY02,A,A1,C,C1,0,1
SCAR_TENN_0324201901_PA09AWAY03,C,C1,B,B1,1,1
SCAR_TENN_0324201901_PA09AWAY04,B,B1,B,B2,0,0
SCAR_TENN_0324201901_PA09AWAY05,B,B2,E,E2,0,0
SCAR_TENN_0324201901_PA09AWAY06,E,E2,E,E3,0,0
SCAR_TENN_0324201901_PA10HOME01,A,A0,B,B0,0,0
SCAR_TENN_0324201901_PA10HOME02,B,B0,C,C0,0,0
SCAR_TENN_0324201901_PA10HOME03,C,C0,D,D1,0,0
SCAR_TENN_0324201901_PA10HOME04,D,D1,D,D2,0,0
SCAR_TENN_0324201901_PA10HOME05,D,D2,D,D3,0,0
SCAR_TENN_0324201901_PA11AWAY01,A,A0,A,A1,0,0
SCAR_TENN_0324201901_PA11AWAY02,A,A1,B,B1,0,0
SCAR_TENN_0324201901_PA11AWAY05,B,B1,E,E1,0,0
SCAR_TENN_0324201901_PA11AWAY07,E,E1,E,E2,0,0
SCAR_TENN_0324201901_PA11AWAY08,E,E2,E,E3,0,0
SCAR_TENN_0324201901_PA12HOME02,A,A0,A,A1,0,0
SCAR_TENN_0324201901_PA12HOME03,A,A1,A,A2,0,0
SCAR_TENN_0324201901_PA12HOME04,A,A2,A,A3,0,0
SCAR_TENN_0324201901_PA13AWAY01,A,A0,A,A1,0,2
SCAR_TENN_0324201901_PA13AWAY02,A,A1,B,B1,0,2
SCAR_TENN_0324201901_PA13AWAY03,B,B1,B,B2,0,2
SCAR_TENN_0324201901_PA13AWAY04,B,B2,C,C2,0,2
SCAR_TENN_0324201901_PA13AWAY05,C,C2,D,D2,0,2
SCAR_TENN_0324201901_PA13AWAY06,D,D2,F,F2,0,2
SCAR_TENN_0324201901_PA13AWAY07,F,F2,C,C2,2,2
SCAR_TENN_0324201901_PA13AWAY08,C,C2,C,C3,0,0
SCAR_TENN_0324201901_PA14HOME01,A,A0,B,B0,0,0
SCAR_TENN_0324201901_PA14HOME02,B,B0,C,C1,0,0
SCAR_TENN_0324201901_PA14HOME03,C,C1,E,E1,0,0
SCAR_TENN_0324201901_PA14HOME05,E,E1,C,C3,0,0
SCAR_TENN_0324201901_PA15AWAY01,A,A0,A,A1,0,0
SCAR_TENN_0324201901_PA15AWAY02,A,A1,B,B1,0,0
SCAR_TENN_0324201901_PA15AWAY03,B,B1,B,B2,0,0
SCAR_TENN_0324201901_PA15AWAY04,B,B2,C,C2,0,0
SCAR_TENN_0324201901_PA15AWAY05,C,C2,C,C3,0,0
SCAR_TENN_0324201901_PA16HOME01,A,A0,B,B0,0,4
SCAR_TENN_0324201901_PA16HOME03,B,B0,E,E0,0,4
SCAR_TENN_0324201901_PA16HOME06,E,E0,H,H0,0,4
SCAR_TENN_0324201901_PA16HOME09,H,H0,G,G1,1,4
SCAR_TENN_0324201901_PA16HOME10,G,G1,C,C1,2,3
SCAR_TENN_0324201901_PA16HOME11,C,C1,D,D1,0,1
SCAR_TENN_0324201901_PA16HOME12,D,D1,A,A2,1,1
SCAR_TENN_0324201901_PA16HOME13,A,A2,A,A3,0,0
SCAR_TENN_0324201901_PA17AWAY02,A,A0,A,A1,0,0
SCAR_TENN_0324201901_PA17AWAY03,A,A1,A,A2,0,0
SCAR_TENN_0324201901_PA17AWAY04,A,A2,C,C2,0,0
SCAR_TENN_0324201901_PA17AWAY05,C,C2,C,C3,0,0
TENN_ARKS_0426201901_PA01AWAY01,A,A0,A,A1,0,1
TENN_ARKS_0426201901_PA01AWAY02,A,A1,A,A2,0,1
TENN_ARKS_0426201901_PA01AWAY03,A,A2,A,A2,1,1
TENN_ARKS_0426201901_PA01AWAY04,A,A2,A,A3,0,0
TENN_ARKS_0426201901_PA02HOME01,A,A0,B,B0,0,1
TENN_ARKS_0426201901_PA02HOME02,B,B0,E,E0,0,1
TENN_ARKS_0426201901_PA02HOME03,E,E0,E,E0,1,1
TENN_ARKS_0426201901_PA02HOME04,E,E0,E,E1,0,0
TENN_ARKS_0426201901_PA02HOME05,E,E1,G,G2,0,0
TENN_ARKS_0426201901_PA02HOME06,G,G2,G,G3,0,0
TENN_ARKS_0426201901_PA03AWAY01,A,A0,B,B0,0,0
TENN_ARKS_0426201901_PA03AWAY02,B,B0,B,B1,0,0
TENN_ARKS_0426201901_PA03AWAY03,B,B1,B,B2,0,0
TENN_ARKS_0426201901_PA03AWAY04,B,B2,B,B3,0,0
TENN_ARKS_0426201901_PA04HOME01,A,A0,B,B0,0,0
TENN_ARKS_0426201901_PA04HOME02,B,B0,B,B1,0,0
TENN_ARKS_0426201901_PA04HOME03,B,B1,D,D1,0,0
TENN_ARKS_0426201901_PA04HOME04,D,D1,D,D2,0,0
TENN_ARKS_0426201901_PA04HOME05,D,D2,D,D3,0,0
TENN_ARKS_0426201901_PA05AWAY01,A,A0,B,B0,0,2
TENN_ARKS_0426201901_PA05AWAY02,B,B0,B,B1,0,2
TENN_ARKS_0426201901_PA05AWAY03,B,B1,B,B2,0,2
TENN_ARKS_0426201901_PA05AWAY04,B,B2,E,E2,0,2
TENN_ARKS_0426201901_PA05AWAY05,E,E2,H,H2,0,2
TENN_ARKS_0426201901_PA05AWAY06,H,H2,G,G2,2,2
TENN_ARKS_0426201901_PA05AWAY07,G,G2,G,G3,0,0
TENN_ARKS_0426201901_PA06HOME01,A,A0,B,B0,0,3
TENN_ARKS_0426201901_PA06HOME02,B,B0,C,C1,0,3
TENN_ARKS_0426201901_PA06HOME03,C,C1,B,B1,1,3
TENN_ARKS_0426201901_PA06HOME04,B,B1,E,E1,0,2
TENN_ARKS_0426201901_PA06HOME05,E,E1,H,H1,0,2
TENN_ARKS_0426201901_PA06HOME06,H,H1,F,F2,1,2
TENN_ARKS_0426201901_PA06HOME07,F,F2,B,B3,1,1
TENN_ARKS_0426201901_PA07AWAY01,A,A0,A,A1,0,0
TENN_ARKS_0426201901_PA07AWAY02,A,A1,A,A2,0,0
TENN_ARKS_0426201901_PA07AWAY03,A,A2,A,A3,0,0
TENN_ARKS_0426201901_PA08HOME01,A,A0,B,B0,0,0
TENN_ARKS_0426201901_PA08HOME02,B,B0,A,A2,0,0
TENN_ARKS_0426201901_PA08HOME03,A,A2,B,B2,0,0
TENN_ARKS_0426201901_PA08HOME04,B,B2,B,B3,0,0
TENN_ARKS_0426201901_PA09AWAY01,A,A0,A,A1,0,3
TENN_ARKS_0426201901_PA09AWAY02,A,A1,B,B1,0,3
TENN_ARKS_0426201901_PA09AWAY03,B,B1,E,E1,0,3
TENN_ARKS_0426201901_PA09AWAY04,E,E1,E,E2,0,3
TENN_ARKS_0426201901_PA09AWAY05,E,E2,C,C2,2,3
TENN_ARKS_0426201901_PA09AWAY06,C,C2,B,B2,1,1
TENN_ARKS_0426201901_PA09AWAY08,B,B2,B,B3,0,0
TENN_ARKS_0426201901_PA10HOME01,A,A0,B,B0,0,3
TENN_ARKS_0426201901_PA10HOME02,B,B0,B,B1,0,3
TENN_ARKS_0426201901_PA10HOME03,B,B1,E,E1,0,3
TENN_ARKS_0426201901_PA10HOME04,E,E1,A,A1,3,3
TENN_ARKS_0426201901_PA10HOME05,A,A1,A,A2,0,0
TENN_ARKS_0426201901_PA10HOME07,A,A2,A,A3,0,0
TENN_ARKS_0426201901_PA11AWAY01,A,A0,C,C0,0,0
TENN_ARKS_0426201901_PA11AWAY02,C,C0,D,D1,0,0
TENN_ARKS_0426201901_PA11AWAY04,D,D1,F,F1,0,0
TENN_ARKS_0426201901_PA11AWAY05,F,F1,D,D2,0,0
TENN_ARKS_0426201901_PA11AWAY06,D,D2,D,D3,0,0
TENN_ARKS_0426201901_PA12HOME01,A,A0,A,A0,1,4
TENN_ARKS_0426201901_PA12HOME02,A,A0,A,A1,0,3
TENN_ARKS_0426201901_PA12HOME03,A,A1,B,B1,0,3
TENN_ARKS_0426201901_PA12HOME04,B,B1,B,B2,0,3
TENN_ARKS_0426201901_PA12HOME05,B,B2,C,C2,0,3
TENN_ARKS_0426201901_PA12HOME06,C,C2,E,E2,0,3
TENN_ARKS_0426201901_PA12HOME07,E,E2,G,G2,1,3
TENN_ARKS_0426201901_PA12HOME09,G,G2,C,C2,2,2
TENN_ARKS_0426201901_PA12HOME11,C,C2,C,C3,0,0
TENN_ARKS_0426201901_PA13AWAY01,A,A0,A,A1,0,2
TENN_ARKS_0426201901_PA13AWAY02,A,A1,C,C1,0,2
TENN_ARKS_0426201901_PA13AWAY03,C,C1,C,C2,0,2
TENN_ARKS_0426201901_PA13AWAY04,C,C2,B,B2,1,2
TENN_ARKS_0426201901_PA13AWAY06,B,B2,E,E2,0,1
TENN_ARKS_0426201901_PA13AWAY07,E,E2,G,G2,1,1
TENN_ARKS_0426201901_PA13AWAY09,G,G2,G,G3,0,0
TENN_ARKS_0426201901_PA14HOME02,A,A0,A,A1,0,0
TENN_ARKS_0426201901_PA14HOME03,A,A1,B,B1,0,0
TENN_ARKS_0426201901_PA14HOME05,B,B1,C,C1,0,0
TENN_ARKS_0426201901_PA14HOME06,C,C1,E,E1,0,0
TENN_ARKS_0426201901_PA14HOME08,E,E1,E,E2,0,0
TENN_ARKS_0426201901_PA14HOME09,E,E2,E,E3,0,0
TENN_ARKS_0426201901_PA15AWAY01,A,A0,A,A1,0,0
TENN_ARKS_0426201901_PA15AWAY02,A,A1,A,A2,0,0
TENN_ARKS_0426201901_PA15AWAY03,A,A2,A,A3,0,0
TENN_ARKS_0426201901_PA16HOME01,A,A0,A,A1,0,0
TENN_ARKS_0426201901_PA16HOME02,A,A1,B,B1,0,0
TENN_ARKS_0426201901_PA16HOME03,B,B1,E,E1,0,0
TENN_ARKS_0426201901_PA16HOME04,E,E1,B,B2,0,0
TENN_ARKS_0426201901_PA16HOME05,B,B2,B,B3,0,0
TENN_ARKS_0426201901_PA17AWAY02,A,A0,A,A1,0,0
TENN_ARKS_0426201901_PA17AWAY03,A,A1,A,A2,0,0
TENN_ARKS_0426201901_PA17AWAY04,A,A2,A,A3,0,0
TENN_ARKS_0427201901_PA01AWAY01,A,A0,A,A1,0,0
TENN_ARKS_0427201901_PA01AWAY02,A,A1,A,A2,0,0
TENN_ARKS_0427201901_PA01AWAY03,A,A2,A,A3,0,0
TENN_ARKS_0427201901_PA02HOME01,A,A0,B,B0,0,0
TENN_ARKS_0427201901_PA02HOME02,B,B0,C,C1,0,0
TENN_ARKS_0427201901_PA02HOME03,C,C1,C,C2,0,0
TENN_ARKS_0427201901_PA02HOME04,C,C2,C,C3,0,0
TENN_ARKS_0427201901_PA03AWAY01,A,A0,A,A1,0,0
TENN_ARKS_0427201901_PA03AWAY02,A,A1,A,A2,0,0
TENN_ARKS_0427201901_PA03AWAY03,A,A2,A,A3,0,0
TENN_ARKS_0427201901_PA04HOME01,A,A0,A,A1,0,0
TENN_ARKS_0427201901_PA04HOME02,A,A1,A,A2,0,0
TENN_ARKS_0427201901_PA04HOME03,A,A2,A,A3,0,0
TENN_ARKS_0427201901_PA05AWAY01,A,A0,A,A1,0,0
TENN_ARKS_0427201901_PA05AWAY02,A,A1,A,A2,0,0
TENN_ARKS_0427201901_PA05AWAY03,A,A2,B,B2,0,0
TENN_ARKS_0427201901_PA05AWAY04,B,B2,C,C2,0,0
TENN_ARKS_0427201901_PA05AWAY05,C,C2,C,C3,0,0
TENN_ARKS_0427201901_PA06HOME01,A,A0,A,A0,1,4
TENN_ARKS_0427201901_PA06HOME02,A,A0,C,C0,0,3
TENN_ARKS_0427201901_PA06HOME03,C,C0,F,F0,0,3
TENN_ARKS_0427201901_PA06HOME04,F,F0,A,A0,3,3
TENN_ARKS_0427201901_PA06HOME05,A,A0,A,A1,0,0
TENN_ARKS_0427201901_PA06HOME06,A,A1,C,C1,0,0
TENN_ARKS_0427201901_PA06HOME07,C,C1,D,D2,0,0
TENN_ARKS_0427201901_PA06HOME08,D,D2,D,D3,0,0
TENN_ARKS_0427201901_PA07AWAY01,A,A0,A,A1,0,0
TENN_ARKS_0427201901_PA07AWAY02,A,A1,A,A2,0,0
TENN_ARKS_0427201901_PA07AWAY03,A,A2,A,A3,0,0
TENN_ARKS_0427201901_PA08HOME01,A,A0,A,A1,0,4
TENN_ARKS_0427201901_PA08HOME02,A,A1,C,C1,0,4
TENN_ARKS_0427201901_PA08HOME03,C,C1,F,F1,0,4
TENN_ARKS_0427201901_PA08HOME04,F,F1,C,C1,2,4
TENN_ARKS_0427201901_PA08HOME05,C,C1,C,C2,0,2
TENN_ARKS_0427201901_PA08HOME06,C,C2,C,C2,1,2
TENN_ARKS_0427201901_PA08HOME08,C,C2,B,B2,1,1
TENN_ARKS_0427201901_PA08HOME09,B,B2,E,E2,0,0
TENN_ARKS_0427201901_PA08HOME10,E,E2,E,E3,0,0
TENN_ARKS_0427201901_PA09AWAY01,A,A0,A,A1,0,0
TENN_ARKS_0427201901_PA09AWAY02,A,A1,B,B1,0,0
TENN_ARKS_0427201901_PA09AWAY03,B,B1,B,B2,0,0
TENN_ARKS_0427201901_PA09AWAY04,B,B2,B,B3,0,0
TENN_ARKS_0427201901_PA10HOME01,A,A0,A,A1,0,0
TENN_ARKS_0427201901_PA10HOME02,A,A1,B,B1,0,0
TENN_ARKS_0427201901_PA10HOME03,B,B1,E,E1,0,0
TENN_ARKS_0427201901_PA10HOME04,E,E1,G,G2,0,0
TENN_ARKS_0427201901_PA10HOME05,G,G2,G,G3,0,0
TENN_ARKS_0427201901_PA11AWAY01,A,A0,B,B0,0,2
TENN_ARKS_0427201901_PA11AWAY03,B,B0,B,B1,0,2
TENN_ARKS_0427201901_PA11AWAY04,B,B1,C,C1,0,2
TENN_ARKS_0427201901_PA11AWAY05,C,C1,D,D2,0,2
TENN_ARKS_0427201901_PA11AWAY06,D,D2,C,C2,1,2
TENN_ARKS_0427201901_PA11AWAY07,C,C2,B,B2,1,1
TENN_ARKS_0427201901_PA11AWAY08,B,B2,E,E2,0,0
TENN_ARKS_0427201901_PA11AWAY10,E,E2,C,C3,0,0
TENN_ARKS_0427201901_PA12HOME04,A,A0,A,A0,1,1
TENN_ARKS_0427201901_PA12HOME05,A,A0,A,A1,0,0
TENN_ARKS_0427201901_PA12HOME06,A,A1,A,A2,0,0
TENN_ARKS_0427201901_PA12HOME07,A,A2,A,A3,0,0
TENN_ARKS_0427201901_PA13AWAY02,A,A0,B,B0,0,0
TENN_ARKS_0427201901_PA13AWAY03,B,B0,C,C1,0,0
TENN_ARKS_0427201901_PA13AWAY05,C,C1,A,A2,0,0
TENN_ARKS_0427201901_PA13AWAY06,A,A2,B,B2,0,0
TENN_ARKS_0427201901_PA13AWAY07,B,B2,B,B3,0,0
TENN_ARKS_0427201901_PA14HOME03,A,A0,A,A1,0,5
TENN_ARKS_0427201901_PA14HOME04,A,A1,B,B1,0,5
TENN_ARKS_0427201901_PA14HOME05,B,B1,E,E1,0,5
TENN_ARKS_0427201901_PA14HOME06,E,E1,H,H1,0,5
TENN_ARKS_0427201901_PA14HOME08,H,H1,G,G1,2,5
TENN_ARKS_0427201901_PA14HOME09,G,G1,A,A1,3,3
TENN_ARKS_0427201901_PA14HOME10,A,A1,A,A2,0,0
TENN_ARKS_0427201901_PA14HOME11,A,A2,A,A3,0,0
TENN_ARKS_0427201901_PA15AWAY03,A,A0,A,A0,1,1
TENN_ARKS_0427201901_PA15AWAY04,A,A0,A,A1,0,0
TENN_ARKS_0427201901_PA15AWAY06,A,A1,A,A2,0,0
TENN_ARKS_0427201901_PA15AWAY07,A,A2,B,B2,0,0
TENN_ARKS_0427201901_PA15AWAY08,B,B2,E,E2,0,0
TENN_ARKS_0427201901_PA15AWAY10,E,E2,E,E3,0,0
TENN_ARKS_0427201901_PA16HOME03,A,A0,A,A1,0,1
TENN_ARKS_0427201901_PA16HOME04,A,A1,C,C1,0,1
TENN_ARKS_0427201901_PA16HOME05,C,C1,C,C2,0,1
TENN_ARKS_0427201901_PA16HOME06,C,C2,E,E2,1,1
TENN_ARKS_0427201901_PA16HOME07,E,E2,E,E3,0,0
TENN_ARKS_0427201901_PA17AWAY03,A,A0,A,A1,0,0
TENN_ARKS_0427201901_PA17AWAY04,A,A1,C,C1,0,0
TENN_ARKS_0427201901_PA17AWAY06,C,C1,C,C2,0,0
TENN_ARKS_0427201901_PA17AWAY07,C,C2,C,C3,0,0
TENN_ARKS_0428201901_PA01AWAY01,A,A0,A,A1,0,0
TENN_ARKS_0428201901_PA01AWAY02,A,A1,A,A2,0,0
TENN_ARKS_0428201901_PA01AWAY03,A,A2,A,A3,0,0
TENN_ARKS_0428201901_PA02HOME01,A,A0,A,A1,0,0
TENN_ARKS_0428201901_PA02HOME02,A,A1,A,A2,0,0
TENN_ARKS_0428201901_PA02HOME03,A,A2,A,A3,0,0
TENN_ARKS_0428201901_PA03AWAY01,A,A0,A,A1,0,0
TENN_ARKS_0428201901_PA03AWAY02,A,A1,A,A2,0,0
TENN_ARKS_0428201901_PA03AWAY03,A,A2,A,A3,0,0
TENN_ARKS_0428201901_PA04HOME01,A,A0,A,A1,0,1
TENN_ARKS_0428201901_PA04HOME02,A,A1,A,A1,1,1
TENN_ARKS_0428201901_PA04HOME03,A,A1,A,A2,0,0
TENN_ARKS_0428201901_PA04HOME04,A,A2,A,A3,0,0
TENN_ARKS_0428201901_PA05AWAY01,A,A0,A,A1,0,0
TENN_ARKS_0428201901_PA05AWAY02,A,A1,B,B1,0,0
TENN_ARKS_0428201901_PA05AWAY03,B,B1,C,C2,0,0
TENN_ARKS_0428201901_PA05AWAY04,C,C2,C,C3,0,0
TENN_ARKS_0428201901_PA06HOME01,A,A0,A,A1,0,0
TENN_ARKS_0428201901_PA06HOME02,A,A1,A,A2,0,0
TENN_ARKS_0428201901_PA06HOME03,A,A2,B,B2,0,0
TENN_ARKS_0428201901_PA06HOME04,B,B2,C,C2,0,0
TENN_ARKS_0428201901_PA06HOME05,C,C2,C,C3,0,0
TENN_ARKS_0428201901_PA07AWAY01,A,A0,A,A1,0,0
TENN_ARKS_0428201901_PA07AWAY02,A,A1,A,A2,0,0
TENN_ARKS_0428201901_PA07AWAY03,A,A2,A,A3,0,0
TENN_ARKS_0428201901_PA08HOME01,A,A0,B,B0,0,0
TENN_ARKS_0428201901_PA08HOME02,B,B0,B,B1,0,0
TENN_ARKS_0428201901_PA08HOME03,B,B1,G,G1,0,0
TENN_ARKS_0428201901_PA08HOME04,G,G1,G,G2,0,0
TENN_ARKS_0428201901_PA08HOME05,G,G2,G,G3,0,0
TENN_ARKS_0428201901_PA09AWAY01,A,A0,A,A1,0,0
TENN_ARKS_0428201901_PA09AWAY02,A,A1,A,A2,0,0
TENN_ARKS_0428201901_PA09AWAY03,A,A2,A,A3,0,0
TENN_ARKS_0428201901_PA10HOME01,A,A0,B,B0,0,1
TENN_ARKS_0428201901_PA10HOME02,B,B0,C,C1,0,1
TENN_ARKS_0428201901_PA10HOME03,C,C1,F,F1,0,1
TENN_ARKS_0428201901_PA10HOME04,F,F1,G,G1,0,1
TENN_ARKS_0428201901_PA10HOME05,G,G1,H,H1,0,1
TENN_ARKS_0428201901_PA10HOME07,H,H1,H,H1,1,1
TENN_ARKS_0428201901_PA10HOME08,H,H1,G,G3,0,0
TENN_ARKS_0428201901_PA11AWAY01,A,A0,B,B0,0,1
TENN_ARKS_0428201901_PA11AWAY02,B,B0,C,C1,0,1
TENN_ARKS_0428201901_PA11AWAY03,C,C1,C,C2,0,1
TENN_ARKS_0428201901_PA11AWAY05,C,C2,B,B2,1,1
TENN_ARKS_0428201901_PA11AWAY06,B,B2,B,B3,0,0
TENN_ARKS_0428201901_PA12HOME02,A,A0,A,A1,0,0
TENN_ARKS_0428201901_PA12HOME03,A,A1,A,A2,0,0
TENN_ARKS_0428201901_PA12HOME04,A,A2,A,A3,0,0
TENN_ARKS_0428201901_PA13AWAY01,A,A0,B,B0,0,0
TENN_ARKS_0428201901_PA13AWAY03,B,B0,C,C1,0,0
TENN_ARKS_0428201901_PA13AWAY05,C,C1,C,C2,0,0
TENN_ARKS_0428201901_PA13AWAY06,C,C2,C,C3,0,0
TENN_ARKS_0428201901_PA14HOME03,A,A0,A,A1,0,0
TENN_ARKS_0428201901_PA14HOME04,A,A1,C,C1,0,0
TENN_ARKS_0428201901_PA14HOME05,C,C1,D,D2,0,0
TENN_ARKS_0428201901_PA14HOME06,D,D2,F,F2,0,0
TENN_ARKS_0428201901_PA14HOME07,F,F2,G,G2,0,0
TENN_ARKS_0428201901_PA14HOME08,G,G2,G,G3,0,0
TENN_ARKS_0428201901_PA15AWAY02,A,A0,B,B0,0,2
TENN_ARKS_0428201901_PA15AWAY03,B,B0,C,C1,0,2
TENN_ARKS_0428201901_PA15AWAY04,C,C1,D,D2,0,2
TENN_ARKS_0428201901_PA15AWAY06,D,D2,B,B2,1,2
TENN_ARKS_0428201901_PA15AWAY07,B,B2,C,C2,0,1
TENN_ARKS_0428201901_PA15AWAY08,C,C2,B,B2,1,1
TENN_ARKS_0428201901_PA15AWAY09,B,B2,B,B3,0,0
TENN_ARKS_0428201901_PA16HOME01,A,A0,A,A1,0,0
TENN_ARKS_0428201901_PA16HOME02,A,A1,B,B1,0,0
TENN_ARKS_0428201901_PA16HOME03,B,B1,B,B2,0,0
TENN_ARKS_0428201901_PA16HOME04,B,B2,C,C2,0,0
TENN_ARKS_0428201901_PA16HOME05,C,C2,C,C3,0,0
TENN_ARKS_0428201901_PA17AWAY02,A,A0,B,B0,0,0
TENN_ARKS_0428201901_PA17AWAY03,B,B0,A,A2,0,0
TENN_ARKS_0428201901_PA17AWAY04,A,A2,A,A3,0,0
TENN_ARKS_0428201901_PA18HOME01,A,A0,A,A1,0,1
TENN_ARKS_0428201901_PA18HOME02,A,A1,A,A1,1,1
TENN_ARKS_0428201901_PA18HOME03,A,A1,A,A2,0,0
TENN_ARKS_0428201901_PA18HOME04,A,A2,A,A3,0,0
TENN_ARKS_0428201901_PA19AWAY02,A,A0,A,A1,0,0
TENN_ARKS_0428201901_PA19AWAY03,A,A1,A,A2,0,0
TENN_ARKS_0428201901_PA19AWAY04,A,A2,A,A3,0,0
TENN_ARKS_0428201901_PA20HOME01,A,A0,B,B0,0,1
TENN_ARKS_0428201901_PA20HOME03,B,B0,B,B1,0,1
TENN_ARKS_0428201901_PA20HOME04,B,B1,E,E1,0,1
TENN_ARKS_0428201901_PA20HOME05,E,E1,E,E2,0,1
TENN_ARKS_0428201901_PA20HOME06,E,E2,G,G2,1,1
TENN_AUBN_0315201901_PA01AWAY01,A,A0,A,A1,0,0
TENN_AUBN_0315201901_PA01AWAY02,A,A1,B,B1,0,0
TENN_AUBN_0315201901_PA01AWAY03,B,B1,C,C1,0,0
TENN_AUBN_0315201901_PA01AWAY04,C,C1,C,C2,0,0
TENN_AUBN_0315201901_PA01AWAY05,C,C2,D,D2,0,0
TENN_AUBN_0315201901_PA01AWAY06,D,D2,D,D3,0,0
TENN_AUBN_0315201901_PA02HOME01,A,A0,A,A1,0,0
TENN_AUBN_0315201901_PA02HOME02,A,A1,A,A2,0,0
TENN_AUBN_0315201901_PA02HOME03,A,A2,A,A3,0,0
TENN_AUBN_0315201901_PA03AWAY01,A,A0,A,A1,0,0
TENN_AUBN_0315201901_PA03AWAY02,A,A1,A,A2,0,0
TENN_AUBN_0315201901_PA03AWAY03,A,A2,A,A3,0,0
TENN_AUBN_0315201901_PA04HOME01,A,A0,A,A1,0,0
TENN_AUBN_0315201901_PA04HOME02,A,A1,B,B1,0,0
TENN_AUBN_0315201901_PA04HOME03,B,B1,B,B2,0,0
TENN_AUBN_0315201901_PA04HOME04,B,B2,B,B3,0,0
TENN_AUBN_0315201901_PA05AWAY01,A,A0,A,A1,0,0
TENN_AUBN_0315201901_PA05AWAY02,A,A1,A,A2,0,0
TENN_AUBN_0315201901_PA05AWAY03,A,A2,B,B2,0,0
TENN_AUBN_0315201901_PA05AWAY04,B,B2,E,E2,0,0
TENN_AUBN_0315201901_PA05AWAY05,E,E2,E,E3,0,0
TENN_AUBN_0315201901_PA06HOME01,A,A0,B,B0,0,0
TENN_AUBN_0315201901_PA06HOME02,B,B0,B,B1,0,0
TENN_AUBN_0315201901_PA06HOME03,B,B1,F,F1,0,0
TENN_AUBN_0315201901_PA06HOME04,F,F1,F,F2,0,0
TENN_AUBN_0315201901_PA06HOME05,F,F2,F,F3,0,0
TENN_AUBN_0315201901_PA07AWAY01,A,A0,A,A1,0,0
TENN_AUBN_0315201901_PA07AWAY02,A,A1,A,A2,0,0
TENN_AUBN_0315201901_PA07AWAY03,A,A2,A,A3,0,0
TENN_AUBN_0315201901_PA08HOME01,A,A0,C,C0,0,0
TENN_AUBN_0315201901_PA08HOME02,C,C0,C,C1,0,0
TENN_AUBN_0315201901_PA08HOME03,C,C1,D,D2,0,0
TENN_AUBN_0315201901_PA08HOME04,D,D2,D,D3,0,0
TENN_AUBN_0315201901_PA09AWAY01,A,A0,A,A1,0,0
TENN_AUBN_0315201901_PA09AWAY02,A,A1,A,A2,0,0
TENN_AUBN_0315201901_PA09AWAY03,A,A2,A,A3,0,0
TENN_AUBN_0315201901_PA10HOME01,A,A0,B,B0,0,0
TENN_AUBN_0315201901_PA10HOME02,B,B0,B,B1,0,0
TENN_AUBN_0315201901_PA10HOME03,B,B1,A,A3,0,0
TENN_AUBN_0315201901_PA11AWAY01,A,A0,A,A1,0,0
TENN_AUBN_0315201901_PA11AWAY02,A,A1,A,A2,0,0
TENN_AUBN_0315201901_PA11AWAY03,A,A2,B,B2,0,0
TENN_AUBN_0315201901_PA11AWAY04,B,B2,E,E2,0,0
TENN_AUBN_0315201901_PA11AWAY05,E,E2,E,E3,0,0
TENN_AUBN_0315201901_PA12HOME01,A,A0,B,B0,0,0
TENN_AUBN_0315201901_PA12HOME02,B,B0,B,B1,0,0
TENN_AUBN_0315201901_PA12HOME03,B,B1,B,B2,0,0
TENN_AUBN_0315201901_PA12HOME04,B,B2,B,B3,0,0
TENN_AUBN_0315201901_PA13AWAY01,A,A0,A,A1,0,0
TENN_AUBN_0315201901_PA13AWAY02,A,A1,A,A2,0,0
TENN_AUBN_0315201901_PA13AWAY04,A,A2,B,B2,0,0
TENN_AUBN_0315201901_PA13AWAY05,B,B2,B,B3,0,0
TENN_AUBN_0315201901_PA14HOME01,A,A0,B,B0,0,1
TENN_AUBN_0315201901_PA14HOME02,B,B0,D,D0,0,1
TENN_AUBN_0315201901_PA14HOME03,D,D0,D,D1,0,1
TENN_AUBN_0315201901_PA14HOME04,D,D1,F,F1,1,1
TENN_AUBN_0315201901_PA14HOME05,F,F1,F,F2,0,0
TENN_AUBN_0315201901_PA14HOME06,F,F2,G,G2,0,0
TENN_AUBN_0315201901_PA14HOME07,G,G2,G,G3,0,0
TENN_AUBN_0315201901_PA15AWAY02,A,A0,A,A1,0,0
